ANATOMY,"Interdune, Depth","Stoss, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",,,,,,,
Zotu,MF.28A,MF.31B,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu450,4.0,19.0,16.0,8.0,0.0,3.0,2.0,2.0,1.0,10.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu4108,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,fulvivirgaceae,ohtaekwangia,ohtaekwangia koreensis
Zotu652,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,parasegetibacter,parasegetibacter luojiensis
Zotu310,2.0,0.0,4.0,1.0,0.0,2.0,2.0,3.0,3.0,4.0,bacteria,actinomycetota,nitriliruptoria,egibacterales,egibacteraceae,egibacter,egibacter rhizosphaerae
Zotu25,16.0,414.0,8.0,143.0,1030.0,74.0,9.0,27.0,37.0,7.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu203,31.0,3.0,5.0,0.0,1.0,26.0,15.0,19.0,14.0,7.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga roseola
Zotu56,81.0,836.0,4.0,4.0,52.0,3.0,54.0,116.0,41.0,80.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu119,19.0,35.0,4.0,5.0,9.0,2.0,14.0,174.0,344.0,54.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu199,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,bacteria,rhodothermota,rhodothermia,rhodothermales,rhodothermaceae,rhodocaloribacter,rhodocaloribacter litoris
Zotu3517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,hephaestia,hephaestia caeni
Zotu587,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,27.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,sediminibacterium,sediminibacterium lactis
Zotu1027,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu79,34.0,18.0,7.0,8.0,4.0,4.0,5.0,2.0,6.0,10.0,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu961,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides zeae
Zotu706,43.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,propionibacteriaceae,cutibacterium,cutibacterium acnes
Zotu36,14.0,8.0,13.0,15.0,9.0,8.0,20.0,20.0,19.0,14.0,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,byssovorax,byssovorax cruenta
Zotu3478,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter radiodurans
Zotu4114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1626,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,71.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu149,59.0,38.0,1.0,3.0,3.0,7.0,2.0,32.0,14.0,14.0,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter bugurensis
Zotu207,5.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,10.0,30.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides litorisoli
Zotu2404,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu32,29.0,47.0,4.0,11.0,42.0,206.0,209.0,309.0,779.0,448.0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu578,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,oxalophagus,oxalophagus oxalicus
Zotu223,3.0,27.0,11.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas echinoides
Zotu3696,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu5303,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter silvisoli
Zotu213,33.0,5.0,7.0,0.0,5.0,3.0,5.0,1.0,10.0,56.0,bacteria,bacillota,bacilli,lactobacillales,enterococcaceae,enterococcus,enterococcus cecorum
Zotu546,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum massiliense
Zotu108,25.0,9.0,1.0,0.0,0.0,0.0,1.0,3.0,11.0,86.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium limnoticum
Zotu225,14.0,1.0,2.0,3.0,2.0,4.0,2.0,7.0,15.0,136.0,bacteria,bacillota,clostridia,eubacteriales,clostridiaceae,caloramator,caloramator fervidus
Zotu325,2.0,82.0,52.0,74.0,10.0,2.0,3.0,4.0,229.0,9.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas sediminicola
Zotu180,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu941,4.0,0.0,42.0,24.0,74.0,101.0,1.0,12.0,4.0,0.0,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu4771,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu369,11.0,37.0,0.0,10.0,0.0,0.0,32.0,79.0,14.0,1.0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu88,29.0,60.0,5.0,4.0,10.0,164.0,20.0,71.0,29.0,19.0,bacteria,bacillota,bacilli,bacillales,bacillaceae,domibacillus,domibacillus antri
Zotu9,76.0,206.0,5.0,11.0,6.0,5.0,7.0,10.0,12.0,31.0,bacteria,acidobacteriota,terriglobia,bryobacterales,bryobacteraceae,bryobacter,bryobacter aggregatus
Zotu3334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum agri
Zotu486,12.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,19.0,bacteria,pseudomonadota,gammaproteobacteria,legionellales,legionellaceae,legionella,legionella fallonii
Zotu2334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1335,0.0,0.0,24.0,5.0,2.0,107.0,0.0,3.0,14.0,7.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu3751,1.0,1.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1004,12.0,10.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,6.0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,methylobacillus,methylobacillus flagellatus
Zotu408,5.0,118.0,1.0,1.0,0.0,0.0,1.0,12.0,0.0,1.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,chitinophaga,chitinophaga agri
Zotu424,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter algicola
Zotu59,29.0,27.0,2.0,3.0,2.0,1.0,15.0,8.0,4.0,21.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,planobispora,planobispora rosea
Zotu445,2.0,191.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu13,37.0,24.0,8.0,9.0,8.0,12.0,14.0,16.0,17.0,293.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas montis
Zotu1193,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiaceae,burkholderia,burkholderia thailandensis
Zotu2,51.0,29.0,54.0,55.0,95.0,77.0,79.0,134.0,316.0,235.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu41,25.0,43.0,8.0,3.0,13.0,15.0,89.0,206.0,48.0,18.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter marinus
Zotu536,12.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu635,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu1895,1.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,18.0,bacteria,actinomycetota,actinomycetes,actinomycetales,actinomycetaceae,schaalia,schaalia odontolytica
Zotu1132,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu344,3.0,3.0,0.0,0.0,3.0,1.0,30.0,37.0,44.0,28.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu143,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aerophilus
Zotu5906,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu4975,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,pirellulales,lacipirellulaceae,pirellulimonas,pirellulimonas nuda
Zotu5627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu964,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu211,80.0,7.0,1.0,4.0,3.0,1.0,8.0,16.0,25.0,21.0,bacteria,cyanobacteriota,cyanobacteria,pseudanabaenales,leptolyngbyaceae,leptolyngbya,leptolyngbya antarctica
Zotu2608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter marinus
Zotu77,130.0,11.0,4.0,0.0,1.0,5.0,3.0,4.0,9.0,70.0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium rubrum
Zotu239,5.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,73.0,bacteria,actinomycetota,actinomycetes,acidothermales,acidothermaceae,acidothermus,acidothermus cellulolyticus
Zotu885,9.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu28,16.0,461.0,45.0,62.0,251.0,219.0,97.0,322.0,32.0,6.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,nitrobacteraceae,afipia,afipia broomeae
Zotu144,11.0,21.0,6.0,4.0,2.0,2.0,3.0,19.0,4.0,2.0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu279,11.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu217,27.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,71.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga aerilata
Zotu2705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter seleniigenes
Zotu2871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon gulosus
Zotu296,3.0,21.0,1.0,1.0,1.0,1.0,3.0,21.0,5.0,2.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,caenimonas,caenimonas soli
Zotu48,50.0,23.0,12.0,4.0,9.0,8.0,6.0,14.0,28.0,56.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu3360,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,archaea,thaumarchaeota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu160,18.0,51.0,1.0,3.0,2.0,0.0,1.0,41.0,24.0,50.0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium rhizosphaerae
Zotu6163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu116,20.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,111.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,kribbellaceae,kribbella,kribbella aluminosa
Zotu800,30.0,20.0,12.0,13.0,1.0,65.0,66.0,9.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces verrucosisporus
Zotu507,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus niabensis
Zotu658,6.0,3.0,4.0,0.0,0.0,73.0,2.0,1.0,1.0,13.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu354,6.0,14.0,1.0,2.0,2.0,0.0,1.0,53.0,4.0,1.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu4250,4.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu106,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas aurantiaca
Zotu1933,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,40.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu3510,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu429,3.0,9.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu150,28.0,1.0,35.0,22.0,143.0,364.0,126.0,84.0,113.0,8.0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermanaerothrix,thermanaerothrix daxensis
Zotu4750,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus pimensis
Zotu2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus normandii
Zotu2815,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1036,0.0,0.0,12.0,0.0,1.0,0.0,0.0,2.0,21.0,9.0,bacteria,actinomycetota,actinomycetes,nakamurellales,nakamurellaceae,nakamurella,nakamurella antarctica
Zotu57,11.0,2.0,18.0,30.0,220.0,289.0,237.0,624.0,433.0,31.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces gobitricini
Zotu297,3.0,0.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu138,31.0,4.0,1.0,2.0,3.0,0.0,0.0,5.0,22.0,102.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1260,0.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,pseudonocardia,pseudonocardia nigra
Zotu636,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu3249,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiaceae,cupriavidus,cupriavidus campinensis
Zotu1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu318,29.0,21.0,0.0,1.0,2.0,3.0,32.0,0.0,17.0,15.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,sediminibacterium,sediminibacterium goheungense
Zotu432,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,rhabdothermincola,rhabdothermincola sediminis
Zotu273,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium mesophilum
Zotu1389,36.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,65.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu1729,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,6.0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu411,41.0,31.0,0.0,0.0,3.0,1.0,15.0,172.0,87.0,31.0,bacteria,actinomycetota,actinomycetes,micromonosporales,micromonosporaceae,actinoplanes,actinoplanes rhizophilus
Zotu47,5.0,3.0,8.0,9.0,11.0,11.0,11.0,12.0,11.0,14.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu721,1.0,38.0,23.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu111,20.0,132.0,5.0,8.0,47.0,50.0,3.0,30.0,12.0,9.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu3158,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu3799,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,thermomonospora,thermomonospora amylolytica
Zotu622,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu42,24.0,213.0,2.0,4.0,18.0,7.0,7.0,32.0,8.0,8.0,bacteria,bacillota,bacilli,bacillales,planococcaceae,planomicrobium,planomicrobium okeanokoites
Zotu158,21.0,6.0,7.0,5.0,10.0,4.0,9.0,4.0,5.0,29.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu527,0.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,14.0,2.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aerium
Zotu204,14.0,0.0,5.0,1.0,2.0,2.0,3.0,3.0,28.0,113.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu135,58.0,2.0,2.0,3.0,2.0,3.0,5.0,0.0,3.0,92.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu89,16.0,2.0,3.0,7.0,4.0,6.0,5.0,8.0,7.0,5.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,nonomuraea,nonomuraea soli
Zotu5751,22.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu248,6.0,4.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,42.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu113,12.0,4.0,5.0,5.0,8.0,3.0,2.0,3.0,7.0,8.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu134,14.0,52.0,4.0,23.0,71.0,46.0,1.0,84.0,39.0,3.0,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus funiculus
Zotu170,4.0,22.0,13.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,bacteria,actinomycetota,actinomycetes,micrococcales,promicromonosporaceae,xylanimonas,xylanimonas oleitrophica
Zotu4137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter agri
Zotu313,3.0,29.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium ochraceum
Zotu1473,1.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga zambiensis
Zotu4151,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,aquihabitans,aquihabitans daechungensis
Zotu4134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,nitriliruptoria,nitriliruptorales,nitriliruptoraceae,nitriliruptor,nitriliruptor alkaliphilus
Zotu1721,0.0,0.0,19.0,86.0,0.0,1.0,22.0,0.0,3.0,0.0,bacteria,actinomycetota,actinomycetia,streptosporangiales,streptosporangiaceae,thermobispora,thermobispora bispora
