ANATOMY,"Interdune, Depth","Stoss, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",,,,,,,
Zotu,MF.28A,MF.31B,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu4325,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu3053,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,32.0,15.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga pudoricolor
Zotu2893,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu3176,8.0,0.0,2.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu4058,0.0,0.0,5.0,2.0,13.0,1.0,0.0,4.0,6.0,4.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu5083,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu4515,0.0,0.0,22.0,0.0,25.0,0.0,10.0,3.0,0.0,0.0,bacteria,armatimonadota,armatimonadia,armatimonadales,armatimonadaceae,armatimonas,armatimonas rosea
Zotu5421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu4690,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,peptococcaceae,phosphitispora,phosphitispora fastidiosa
Zotu2337,0.0,0.0,4.0,20.0,1.0,65.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu4559,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu6364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,devosiaceae,devosia,devosia terrae
Zotu3078,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu971,3.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,3.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu5080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,bacillales family x. incertae sedis,brockia,brockia lithotrophica
Zotu1756,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu5186,2.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,fulvivirgaceae,ohtaekwangia,ohtaekwangia koreensis
Zotu3569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu4076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,kaistiaceae,kaistia,kaistia granuli
Zotu1999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu2294,4.0,1.0,0.0,0.0,0.0,73.0,0.0,4.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella ginsenosidimutans
Zotu2313,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,micrococcales,cellulomonadaceae,cellulomonas,cellulomonas telluris
Zotu2950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu3150,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2323,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1709,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu5951,0.0,0.0,7.0,1.0,0.0,7.0,13.0,1.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu3233,0.0,0.0,28.0,19.0,1.0,0.0,1.0,8.0,1.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2043,0.0,0.0,37.0,36.0,40.0,0.0,0.0,0.0,2.0,2.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu1946,0.0,0.0,5.0,2.0,7.0,85.0,7.0,1.0,1.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,yersiniaceae,nissabacter,nissabacter archeti
Zotu3995,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,5.0,bacteria,bacteroidota,cytophagia,cytophagales,cytophagaceae,rhodocytophaga,rhodocytophaga rosea
Zotu5608,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu3352,0.0,0.0,29.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu3542,0.0,0.0,1.0,35.0,16.0,2.0,5.0,8.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4094,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu5073,0.0,0.0,0.0,0.0,0.0,18.0,2.0,16.0,2.0,1.0,archaea,thaumarchaeota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu4959,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu5671,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu900,0.0,0.0,14.0,62.0,129.0,0.0,20.0,4.0,1.0,1.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,hymenobacter,hymenobacter rivuli
Zotu5833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,dongiaceae,aliidongia,aliidongia dinghuensis
Zotu2143,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,lentzea,lentzea albida
Zotu2796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,bacteria,pseudomonadota,gammaproteobacteria,gammaproteobacteria,gammaproteobacteria,acidibacter,acidibacter ferrireducens
Zotu5691,1.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu3789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,erythrobacteraceae,porphyrobacter,porphyrobacter donghaensis
Zotu6353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,peptococcaceae,desulforamulus,desulforamulus ferrireducens
Zotu3443,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu5939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1724,0.0,0.0,8.0,9.0,0.0,0.0,84.0,10.0,0.0,1.0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu3592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,dongiaceae,dongia,dongia mobilis
Zotu4692,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces vastus
Zotu5442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces megasporus
Zotu1125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu3633,0.0,4.0,5.0,11.0,8.0,0.0,0.0,2.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu4832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata massiliana
Zotu2639,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus larvae
Zotu5253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,methylobacillus,methylobacillus flagellatus
Zotu742,2.0,1.0,48.0,64.0,56.0,4.0,90.0,48.0,0.0,2.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu1449,1.0,0.0,9.0,22.0,43.0,49.0,2.0,22.0,19.0,2.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,allostreptomyces,allostreptomyces indica
Zotu6053,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermomarinilinea,thermomarinilinea lacunifontana
Zotu6378,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu3467,0.0,0.0,1.0,0.0,0.0,0.0,10.0,50.0,3.0,1.0,bacteria,planctomycetota,candidatus brocadiia,candidatus brocadiales,candidatus brocadiaceae,candidatus kuenenia,candidatus kuenenia stuttgartiensis
Zotu2673,0.0,2.0,100.0,11.0,29.0,56.0,14.0,3.0,1.0,1.0,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium ochraceum
Zotu5119,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,saccharopolyspora,saccharopolyspora gregorii
Zotu3860,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,methylococcales,methylococcaceae,methylogaea,methylogaea oryzae
Zotu3048,0.0,0.0,0.0,3.0,0.0,1.0,64.0,0.0,2.0,0.0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu4817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4337,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu5438,15.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4091,5.0,0.0,4.0,1.0,0.0,0.0,1.0,18.0,46.0,35.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu5361,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,rhodothermota,rhodothermia,rhodothermales,salisaetaceae,roseithermus,roseithermus sacchariphilus
Zotu4753,0.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu4908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu3982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,bacteria,bacteroidota,cytophagia,cytophagales,cytophagaceae,rhodocytophaga,rhodocytophaga aerolata
Zotu4595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu4924,0.0,0.0,1.0,0.0,0.0,1.0,22.0,11.0,13.0,0.0,bacteria,bacteroidota,bacteroidia,bacteroidales,lentimicrobiaceae,lentimicrobium,lentimicrobium saccharophilum
Zotu994,0.0,0.0,1.0,14.0,1.0,1.0,0.0,113.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides marmoriterrae
Zotu4618,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,nitrospirota,nitrospira,nitrospirales,nitrospiraceae,nitrospira,nitrospira enrichment
Zotu5185,2.0,0.0,3.0,18.0,2.0,0.0,1.0,0.0,1.0,1.0,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,phenylobacterium,phenylobacterium deserti
Zotu5222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas wittichii
Zotu5885,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,novosphingobium,novosphingobium endophyticum
Zotu6411,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,bacteria,nitrospirota,nitrospira,nitrospirales,nitrospiraceae,nitrospira,nitrospira enrichment
Zotu1206,3.0,0.0,4.0,11.0,1.0,1.0,18.0,20.0,1.0,0.0,bacteria,acidobacteriota,acidobacteriia,acidobacteriales,acidobacteriaceae,candidatus koribacter,candidatus koribacter versatilis
Zotu4863,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,thermodesulfobacteriota,dissulfuribacteria,dissulfuribacterales,dissulfuribacteraceae,dissulfuribacter,dissulfuribacter thermophilus
Zotu4656,0.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,bacteroidota,cytophagia,cytophagales,flexibacteraceae,flexibacter,flexibacter flexilis
Zotu4597,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4896,0.0,0.0,0.0,1.0,0.0,0.0,2.0,26.0,11.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu5945,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter tropicus
Zotu3958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu4032,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu6335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter famidurans
Zotu1877,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,bacteria,thermomicrobiota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu4596,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,rhodocyclaceae,candidatus dactylopiibacterium,candidatus dactylopiibacterium carminicum
Zotu3910,0.0,0.0,12.0,11.0,25.0,0.0,0.0,0.0,1.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu3362,0.0,25.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,1.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu3896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu6090,19.0,1.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter kavangonensis
Zotu4837,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1056,7.0,31.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu1113,8.0,0.0,0.0,3.0,1.0,1.0,0.0,14.0,24.0,22.0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu630,0.0,0.0,218.0,70.0,18.0,90.0,2.0,2.0,4.0,3.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus validus
Zotu4364,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu1960,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga guangxiensis
Zotu2455,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,labedaea,labedaea rhizosphaerae
Zotu5954,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu5846,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu6155,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,rhodanobacteraceae,luteibacter,luteibacter anthropi
Zotu6011,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu3557,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,bacteria,bacillota,thermolithobacteria,thermolithobacterales,thermolithobacteraceae,thermolithobacter,thermolithobacter ferrireducens
Zotu2641,1.0,25.0,1.0,29.0,25.0,0.0,0.0,0.0,1.0,0.0,bacteria,chloroflexota,thermomicrobia,thermomicrobiales,thermomicrobiaceae,thermomicrobium,thermomicrobium roseum
Zotu2809,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,dongiaceae,dongia,dongia mobilis
Zotu5125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,lactobacillales,lactobacillaceae,leuconostoc,leuconostoc gasicomitatum
Zotu5818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides convexus
Zotu3383,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,trujillonella,trujillella endophytica
Zotu5940,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,bacillota,clostridia,thermosediminibacterales,thermosediminibacteraceae,fervidicola,fervidicola ferrireducens
Zotu2228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aerolatus
Zotu5636,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu2034,2.0,7.0,15.0,10.0,1.0,123.0,3.0,0.0,1.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter multiflagellatus
Zotu1726,8.0,0.0,5.0,19.0,88.0,1.0,0.0,16.0,0.0,5.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1353,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,methylothermalis,methylothermalis aethiopiae
Zotu4567,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,armatimonadota,armatimonadia,armatimonadales,armatimonadaceae,armatimonas,armatimonas rosea
Zotu5264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bacteria,pseudomonadota,oligoflexia,bdellovibrionales,bdellovibrionaceae,bdellovibrio,bdellovibrio bacteriovorus
Zotu1629,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu3131,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter carri
Zotu5530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu3115,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,brucellaceae,brucella,brucella pseudogrignonensis
Zotu3955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,mycobacteriales,corynebacteriaceae,corynebacterium,corynebacterium tuberculostearicum
Zotu1179,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,xanthobacteraceae,pseudolabrys,pseudolabrys taiwanensis
